query_id,query,query_group,rank,doc_id,title,kg_score,intent_adjustment,explanation,kg_direct_fact_score_diagnostic,kg_relation_score_diagnostic,kg_explanation_score_diagnostic,kg_penalty_diagnostic,kg_unclassified_score_diagnostic,has_kg_score,has_direct_fact_evidence,has_relation_evidence,has_explanation_evidence,kg_direct_fact_evidence,kg_relation_evidence,kg_explanation_evidence,kg_component_notes
DS_002,bệnh đốm trắng ở tôm thẻ chân trắng,disease-specific,2,DLU_002,Nghiên cứu sự nhiễm vi rút đốm trắng (WSSV) ở tôm càng (Macrobrachium nipponense) và khả năng lan truyền bệnh sang tôm thẻ chân trắng (Litopenaeus vannamei),0.63,0.0,"KG direct match: document aboutDisease=Bệnh đốm trắng; KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng affectsTaxon Tôm thẻ chân trắng, and document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng causedBy Virus đốm trắng (WSSV), and document has pathogen=Virus đốm trắng (WSSV) ; aboutDisease=Bệnh đốm trắng (+0.25); aboutTaxon=Tôm thẻ chân trắng (+0.20); Bệnh đốm trắng->affectsTaxon->Tôm thẻ chân trắng (+0.10); Bệnh đốm trắng->causedBy->Virus đốm trắng (WSSV) (+0.08) ;  ; ",0.45,0.18,0.05,0.0,0.0,True,True,True,True,aboutDisease; aboutTaxon,affectsTaxon; causedBy; pathogen; relation match; KG relation,"KG direct match: document aboutDisease=Bệnh đốm trắng; KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng affectsTaxon Tôm thẻ chân trắng, and document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng causedBy Virus đốm trắng (WSSV), and document has pathogen=Virus đốm trắng (WSSV)",diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.4500; runtime_relation=0.1800; runtime_context=0.0000
DS_002,bệnh đốm trắng ở tôm thẻ chân trắng,disease-specific,3,TCKHTS_001,"Thực trạng môi trường và dịch bệnh tại vùng nuôi tôm trên cát ở Thạch Hà, Cẩm Xuyên và Nghi Xuân, Hà Tĩnh",0.63,0.0,"KG direct match: document aboutDisease=Bệnh đốm trắng; KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng affectsTaxon Tôm thẻ chân trắng, and document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng causedBy Virus đốm trắng (WSSV), and document has pathogen=Virus đốm trắng (WSSV) ; aboutDisease=Bệnh đốm trắng (+0.25); aboutTaxon=Tôm thẻ chân trắng (+0.20); Bệnh đốm trắng->affectsTaxon->Tôm thẻ chân trắng (+0.10); Bệnh đốm trắng->causedBy->Virus đốm trắng (WSSV) (+0.08) ;  ; ",0.45,0.18,0.05,0.0,0.0,True,True,True,True,aboutDisease; aboutTaxon,affectsTaxon; causedBy; pathogen; relation match; KG relation,"KG direct match: document aboutDisease=Bệnh đốm trắng; KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng affectsTaxon Tôm thẻ chân trắng, and document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng causedBy Virus đốm trắng (WSSV), and document has pathogen=Virus đốm trắng (WSSV)",diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.4500; runtime_relation=0.1800; runtime_context=0.0000
DS_002,bệnh đốm trắng ở tôm thẻ chân trắng,disease-specific,4,TCTS_001,Các bệnh thường gặp trên tôm nước lợ và biện pháp phòng chống hiệu quả,0.73,0.0,"KG direct match: document aboutDisease=Bệnh đốm trắng; KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng affectsTaxon Tôm sú, and document aboutTaxon=Tôm sú; KG relation match: Bệnh đốm trắng affectsTaxon Tôm thẻ chân trắng, and document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng causedBy Virus đốm trắng (WSSV), and document has pathogen=Virus đốm trắng (WSSV) ; aboutDisease=Bệnh đốm trắng (+0.25); aboutTaxon=Tôm thẻ chân trắng (+0.20); Bệnh đốm trắng->affectsTaxon->Tôm sú (+0.10); Bệnh đốm trắng->affectsTaxon->Tôm thẻ chân trắng (+0.10); Bệnh đốm trắng->causedBy->Virus đốm trắng (WSSV) (+0.08) ;  ; ",0.45,0.28,0.05,0.0,0.0,True,True,True,True,aboutDisease; aboutTaxon,affectsTaxon; causedBy; pathogen; relation match; KG relation,"KG direct match: document aboutDisease=Bệnh đốm trắng; KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng affectsTaxon Tôm sú, and document aboutTaxon=Tôm sú; KG relation match: Bệnh đốm trắng affectsTaxon Tôm thẻ chân trắng, and document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng causedBy Virus đốm trắng (WSSV), and document has pathogen=Virus đốm trắng (WSSV)",diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.4500; runtime_relation=0.2800; runtime_context=0.0000
DS_002,bệnh đốm trắng ở tôm thẻ chân trắng,disease-specific,5,TB_001,Giải pháp an toàn sinh học trong nuôi tôm,0.73,0.0,"KG direct match: document aboutDisease=Bệnh đốm trắng; KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng affectsTaxon Tôm sú, and document aboutTaxon=Tôm sú; KG relation match: Bệnh đốm trắng affectsTaxon Tôm thẻ chân trắng, and document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng causedBy Virus đốm trắng (WSSV), and document has pathogen=Virus đốm trắng (WSSV) ; aboutDisease=Bệnh đốm trắng (+0.25); aboutTaxon=Tôm thẻ chân trắng (+0.20); Bệnh đốm trắng->affectsTaxon->Tôm sú (+0.10); Bệnh đốm trắng->affectsTaxon->Tôm thẻ chân trắng (+0.10); Bệnh đốm trắng->causedBy->Virus đốm trắng (WSSV) (+0.08) ;  ; ",0.45,0.28,0.05,0.0,0.0,True,True,True,True,aboutDisease; aboutTaxon,affectsTaxon; causedBy; pathogen; relation match; KG relation,"KG direct match: document aboutDisease=Bệnh đốm trắng; KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng affectsTaxon Tôm sú, and document aboutTaxon=Tôm sú; KG relation match: Bệnh đốm trắng affectsTaxon Tôm thẻ chân trắng, and document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng causedBy Virus đốm trắng (WSSV), and document has pathogen=Virus đốm trắng (WSSV)",diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.4500; runtime_relation=0.2800; runtime_context=0.0000
DS_002,bệnh đốm trắng ở tôm thẻ chân trắng,disease-specific,6,TB_005,"Sự hiện diện của bệnh đốm trắng, hoại tử gan tụy cấp và vi bào tử trùng trên tôm giống và tôm nuôi thương phẩm tại một số tỉnh khu vực ĐBSCL từ năm 2022-2024",0.73,0.0,"KG direct match: document aboutDisease=Bệnh đốm trắng; KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng affectsTaxon Tôm sú, and document aboutTaxon=Tôm sú; KG relation match: Bệnh đốm trắng affectsTaxon Tôm thẻ chân trắng, and document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng causedBy Virus đốm trắng (WSSV), and document has pathogen=Virus đốm trắng (WSSV) ; aboutDisease=Bệnh đốm trắng (+0.25); aboutTaxon=Tôm thẻ chân trắng (+0.20); Bệnh đốm trắng->affectsTaxon->Tôm sú (+0.10); Bệnh đốm trắng->affectsTaxon->Tôm thẻ chân trắng (+0.10); Bệnh đốm trắng->causedBy->Virus đốm trắng (WSSV) (+0.08) ;  ; ",0.45,0.28,0.05,0.0,0.0,True,True,True,True,aboutDisease; aboutTaxon,affectsTaxon; causedBy; pathogen; relation match; KG relation,"KG direct match: document aboutDisease=Bệnh đốm trắng; KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng affectsTaxon Tôm sú, and document aboutTaxon=Tôm sú; KG relation match: Bệnh đốm trắng affectsTaxon Tôm thẻ chân trắng, and document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng causedBy Virus đốm trắng (WSSV), and document has pathogen=Virus đốm trắng (WSSV)",diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.4500; runtime_relation=0.2800; runtime_context=0.0000
DS_002,bệnh đốm trắng ở tôm thẻ chân trắng,disease-specific,7,BIOLOGY_001,Characterization and Expression Analysis of the C-Type Lectin Ladderlectin in Litopenaeus vannamei Post-WSSV Infection,0.63,0.0,"KG direct match: document aboutDisease=Bệnh đốm trắng; KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng affectsTaxon Tôm thẻ chân trắng, and document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng causedBy Virus đốm trắng (WSSV), and document has pathogen=Virus đốm trắng (WSSV) ; aboutDisease=Bệnh đốm trắng (+0.25); aboutTaxon=Tôm thẻ chân trắng (+0.20); Bệnh đốm trắng->affectsTaxon->Tôm thẻ chân trắng (+0.10); Bệnh đốm trắng->causedBy->Virus đốm trắng (WSSV) (+0.08) ;  ; ",0.45,0.18,0.05,0.0,0.0,True,True,True,True,aboutDisease; aboutTaxon,affectsTaxon; causedBy; pathogen; relation match; KG relation,"KG direct match: document aboutDisease=Bệnh đốm trắng; KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng affectsTaxon Tôm thẻ chân trắng, and document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng causedBy Virus đốm trắng (WSSV), and document has pathogen=Virus đốm trắng (WSSV)",diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.4500; runtime_relation=0.1800; runtime_context=0.0000
DS_002,bệnh đốm trắng ở tôm thẻ chân trắng,disease-specific,8,SEAFDEC_003,Important diseases and practical control measures in shrimp culture in Japan,0.63,0.0,"KG direct match: document aboutDisease=Bệnh đốm trắng; KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng affectsTaxon Tôm thẻ chân trắng, and document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng causedBy Virus đốm trắng (WSSV), and document has pathogen=Virus đốm trắng (WSSV) ; aboutDisease=Bệnh đốm trắng (+0.25); aboutTaxon=Tôm thẻ chân trắng (+0.20); Bệnh đốm trắng->affectsTaxon->Tôm thẻ chân trắng (+0.10); Bệnh đốm trắng->causedBy->Virus đốm trắng (WSSV) (+0.08) ;  ; ",0.45,0.18,0.05,0.0,0.0,True,True,True,True,aboutDisease; aboutTaxon,affectsTaxon; causedBy; pathogen; relation match; KG relation,"KG direct match: document aboutDisease=Bệnh đốm trắng; KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng affectsTaxon Tôm thẻ chân trắng, and document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng causedBy Virus đốm trắng (WSSV), and document has pathogen=Virus đốm trắng (WSSV)",diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.4500; runtime_relation=0.1800; runtime_context=0.0000
DS_002,bệnh đốm trắng ở tôm thẻ chân trắng,disease-specific,9,PMC_035,Advanced Pathogen Monitoring in Penaeus vannamei from Three Latin American Regions: Passive Surveillance Part 2,0.63,0.0,"KG direct match: document aboutDisease=Bệnh đốm trắng; KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng affectsTaxon Tôm thẻ chân trắng, and document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng causedBy Virus đốm trắng (WSSV), and document has pathogen=Virus đốm trắng (WSSV) ; aboutDisease=Bệnh đốm trắng (+0.25); aboutTaxon=Tôm thẻ chân trắng (+0.20); Bệnh đốm trắng->affectsTaxon->Tôm thẻ chân trắng (+0.10); Bệnh đốm trắng->causedBy->Virus đốm trắng (WSSV) (+0.08) ;  ; ",0.45,0.18,0.05,0.0,0.0,True,True,True,True,aboutDisease; aboutTaxon,affectsTaxon; causedBy; pathogen; relation match; KG relation,"KG direct match: document aboutDisease=Bệnh đốm trắng; KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng affectsTaxon Tôm thẻ chân trắng, and document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng causedBy Virus đốm trắng (WSSV), and document has pathogen=Virus đốm trắng (WSSV)",diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.4500; runtime_relation=0.1800; runtime_context=0.0000
DS_002,bệnh đốm trắng ở tôm thẻ chân trắng,disease-specific,10,PMC_024,Immunostimulants for shrimp aquaculture: paving pathway towards shrimp sustainability,0.43,0.0,"KG direct match: document aboutDisease=Bệnh đốm trắng; KG relation match: Bệnh đốm trắng affectsTaxon Tôm sú, and document aboutTaxon=Tôm sú; KG relation match: Bệnh đốm trắng causedBy Virus đốm trắng (WSSV), and document has pathogen=Virus đốm trắng (WSSV) ; aboutDisease=Bệnh đốm trắng (+0.25); Bệnh đốm trắng->affectsTaxon->Tôm sú (+0.10); Bệnh đốm trắng->causedBy->Virus đốm trắng (WSSV) (+0.08) ;  ; ",0.25,0.18,0.043000000000000003,0.0,0.0,True,True,True,True,aboutDisease; aboutTaxon,affectsTaxon; causedBy; pathogen; relation match; KG relation,"KG direct match: document aboutDisease=Bệnh đốm trắng; KG relation match: Bệnh đốm trắng affectsTaxon Tôm sú, and document aboutTaxon=Tôm sú; KG relation match: Bệnh đốm trắng causedBy Virus đốm trắng (WSSV), and document has pathogen=Virus đốm trắng (WSSV)",diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.2500; runtime_relation=0.1800; runtime_context=0.0000
DS_003,infectious myonecrosis,disease-specific,1,FAO_010,Shrimp infectious myonecrosis strategy manual,0.43,0.0,"KG direct match: document aboutDisease=Infectious myonecrosis; KG relation match: Infectious myonecrosis affectsTaxon Tôm thẻ chân trắng, and document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Infectious myonecrosis causedBy Infectious myonecrosis virus, and document has pathogen=Infectious myonecrosis virus ; aboutDisease=Infectious myonecrosis (+0.25); Infectious myonecrosis->affectsTaxon->Tôm thẻ chân trắng (+0.10); Infectious myonecrosis->causedBy->Infectious myonecrosis virus (+0.08) ;  ; ",0.25,0.18,0.043000000000000003,0.0,0.0,True,True,True,True,aboutDisease; aboutTaxon,affectsTaxon; causedBy; pathogen; relation match; KG relation,"KG direct match: document aboutDisease=Infectious myonecrosis; KG relation match: Infectious myonecrosis affectsTaxon Tôm thẻ chân trắng, and document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Infectious myonecrosis causedBy Infectious myonecrosis virus, and document has pathogen=Infectious myonecrosis virus",diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.2500; runtime_relation=0.1800; runtime_context=0.0000
DS_003,infectious myonecrosis,disease-specific,2,TB_006,Hoại tử cơ (IMNV) trên tôm và chiến lược kiểm soát,0.53,0.0,"KG direct match: document aboutDisease=Infectious myonecrosis; KG relation match: Infectious myonecrosis affectsTaxon Tôm thẻ chân trắng, and document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Infectious myonecrosis affectsTaxon Tôm sú, and document aboutTaxon=Tôm sú; KG relation match: Infectious myonecrosis causedBy Infectious myonecrosis virus, and document has pathogen=Infectious myonecrosis virus ; aboutDisease=Infectious myonecrosis (+0.25); Infectious myonecrosis->affectsTaxon->Tôm thẻ chân trắng (+0.10); Infectious myonecrosis->affectsTaxon->Tôm sú (+0.10); Infectious myonecrosis->causedBy->Infectious myonecrosis virus (+0.08) ;  ; ",0.25,0.28,0.05,0.0,0.0,True,True,True,True,aboutDisease; aboutTaxon,affectsTaxon; causedBy; pathogen; relation match; KG relation,"KG direct match: document aboutDisease=Infectious myonecrosis; KG relation match: Infectious myonecrosis affectsTaxon Tôm thẻ chân trắng, and document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Infectious myonecrosis affectsTaxon Tôm sú, and document aboutTaxon=Tôm sú; KG relation match: Infectious myonecrosis causedBy Infectious myonecrosis virus, and document has pathogen=Infectious myonecrosis virus",diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.2500; runtime_relation=0.2800; runtime_context=0.0000
DS_003,infectious myonecrosis,disease-specific,3,TB_001,Giải pháp an toàn sinh học trong nuôi tôm,0.53,0.0,"KG direct match: document aboutDisease=Infectious myonecrosis; KG relation match: Infectious myonecrosis affectsTaxon Tôm thẻ chân trắng, and document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Infectious myonecrosis affectsTaxon Tôm sú, and document aboutTaxon=Tôm sú; KG relation match: Infectious myonecrosis causedBy Infectious myonecrosis virus, and document has pathogen=Infectious myonecrosis virus ; aboutDisease=Infectious myonecrosis (+0.25); Infectious myonecrosis->affectsTaxon->Tôm thẻ chân trắng (+0.10); Infectious myonecrosis->affectsTaxon->Tôm sú (+0.10); Infectious myonecrosis->causedBy->Infectious myonecrosis virus (+0.08) ;  ; ",0.25,0.28,0.05,0.0,0.0,True,True,True,True,aboutDisease; aboutTaxon,affectsTaxon; causedBy; pathogen; relation match; KG relation,"KG direct match: document aboutDisease=Infectious myonecrosis; KG relation match: Infectious myonecrosis affectsTaxon Tôm thẻ chân trắng, and document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Infectious myonecrosis affectsTaxon Tôm sú, and document aboutTaxon=Tôm sú; KG relation match: Infectious myonecrosis causedBy Infectious myonecrosis virus, and document has pathogen=Infectious myonecrosis virus",diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.2500; runtime_relation=0.2800; runtime_context=0.0000
DS_003,infectious myonecrosis,disease-specific,4,PMC_014,"Immune response, gene expression, and intestinal microbial composition of Pacific white shrimp fed with multispecies synbiotic for the prevention of coinfected disease",0.43,0.0,"KG direct match: document aboutDisease=Infectious myonecrosis; KG relation match: Infectious myonecrosis affectsTaxon Tôm thẻ chân trắng, and document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Infectious myonecrosis causedBy Infectious myonecrosis virus, and document has pathogen=Infectious myonecrosis virus ; aboutDisease=Infectious myonecrosis (+0.25); Infectious myonecrosis->affectsTaxon->Tôm thẻ chân trắng (+0.10); Infectious myonecrosis->causedBy->Infectious myonecrosis virus (+0.08) ;  ; ",0.25,0.18,0.043000000000000003,0.0,0.0,True,True,True,True,aboutDisease; aboutTaxon,affectsTaxon; causedBy; pathogen; relation match; KG relation,"KG direct match: document aboutDisease=Infectious myonecrosis; KG relation match: Infectious myonecrosis affectsTaxon Tôm thẻ chân trắng, and document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Infectious myonecrosis causedBy Infectious myonecrosis virus, and document has pathogen=Infectious myonecrosis virus",diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.2500; runtime_relation=0.1800; runtime_context=0.0000
DS_003,infectious myonecrosis,disease-specific,5,FAO_045,Strengthening Capacity for Dealing with Shrimp Infectious Myonecrosis Virus Disease - TCP/INT/3501,0.33,0.0,"KG direct match: document aboutDisease=Infectious myonecrosis; KG relation match: Infectious myonecrosis causedBy Infectious myonecrosis virus, and document has pathogen=Infectious myonecrosis virus ; aboutDisease=Infectious myonecrosis (+0.25); Infectious myonecrosis->causedBy->Infectious myonecrosis virus (+0.08) ;  ; ",0.25,0.08,0.033,0.0,0.0,True,True,True,True,aboutDisease,causedBy; pathogen; relation match; KG relation,"KG direct match: document aboutDisease=Infectious myonecrosis; KG relation match: Infectious myonecrosis causedBy Infectious myonecrosis virus, and document has pathogen=Infectious myonecrosis virus",diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.2500; runtime_relation=0.0800; runtime_context=0.0000
DS_003,infectious myonecrosis,disease-specific,6,PMC_013,Innovative use of squid (Loligo spp.) ink powder as a potent immunostimulant for vannamei shrimp (Litopenaeus vannamei) in the treatment of infectious myonecrosis,0.43,0.0,"KG direct match: document aboutDisease=Infectious myonecrosis; KG relation match: Infectious myonecrosis affectsTaxon Tôm thẻ chân trắng, and document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Infectious myonecrosis causedBy Infectious myonecrosis virus, and document has pathogen=Infectious myonecrosis virus ; aboutDisease=Infectious myonecrosis (+0.25); Infectious myonecrosis->affectsTaxon->Tôm thẻ chân trắng (+0.10); Infectious myonecrosis->causedBy->Infectious myonecrosis virus (+0.08) ;  ; ",0.25,0.18,0.043000000000000003,0.0,0.0,True,True,True,True,aboutDisease; aboutTaxon,affectsTaxon; causedBy; pathogen; relation match; KG relation,"KG direct match: document aboutDisease=Infectious myonecrosis; KG relation match: Infectious myonecrosis affectsTaxon Tôm thẻ chân trắng, and document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Infectious myonecrosis causedBy Infectious myonecrosis virus, and document has pathogen=Infectious myonecrosis virus",diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.2500; runtime_relation=0.1800; runtime_context=0.0000
DS_003,infectious myonecrosis,disease-specific,7,FAO_034,A survey of national emergency preparedness and response (EPR) systems. FAO Project TCP/INT/3501: Strengthening biosecurity governance and capacities for dealing with the serious shrimp infectious myonecrosis virus (IMNV) disease,0.33,0.0,"KG direct match: document aboutDisease=Infectious myonecrosis; KG relation match: Infectious myonecrosis causedBy Infectious myonecrosis virus, and document has pathogen=Infectious myonecrosis virus ; aboutDisease=Infectious myonecrosis (+0.25); Infectious myonecrosis->causedBy->Infectious myonecrosis virus (+0.08) ;  ; ",0.25,0.08,0.033,0.0,0.0,True,True,True,True,aboutDisease,causedBy; pathogen; relation match; KG relation,"KG direct match: document aboutDisease=Infectious myonecrosis; KG relation match: Infectious myonecrosis causedBy Infectious myonecrosis virus, and document has pathogen=Infectious myonecrosis virus",diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.2500; runtime_relation=0.0800; runtime_context=0.0000
DS_003,infectious myonecrosis,disease-specific,8,NACA_003,"Report of the fifteenth meeting of the Asia Regional Advisory Group on Aquatic Animal Health, 21-23 November 2016",0.33,0.0,"KG direct match: document aboutDisease=Infectious myonecrosis; KG relation match: Infectious myonecrosis causedBy Infectious myonecrosis virus, and document has pathogen=Infectious myonecrosis virus ; aboutDisease=Infectious myonecrosis (+0.25); Infectious myonecrosis->causedBy->Infectious myonecrosis virus (+0.08) ;  ; ",0.25,0.08,0.033,0.0,0.0,True,True,True,True,aboutDisease,causedBy; pathogen; relation match; KG relation,"KG direct match: document aboutDisease=Infectious myonecrosis; KG relation match: Infectious myonecrosis causedBy Infectious myonecrosis virus, and document has pathogen=Infectious myonecrosis virus",diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.2500; runtime_relation=0.0800; runtime_context=0.0000
DS_003,infectious myonecrosis,disease-specific,9,SEAFDEC_009,Current status of acute hepatopancreatic necrosis disease (AHPND) and other transboundary diseases of farmed shrimps in Indonesia,0.33,0.0,"KG direct match: document aboutDisease=Infectious myonecrosis; KG relation match: Infectious myonecrosis causedBy Infectious myonecrosis virus, and document has pathogen=Infectious myonecrosis virus ; aboutDisease=Infectious myonecrosis (+0.25); Infectious myonecrosis->causedBy->Infectious myonecrosis virus (+0.08) ;  ; ",0.25,0.08,0.033,0.0,0.0,True,True,True,True,aboutDisease,causedBy; pathogen; relation match; KG relation,"KG direct match: document aboutDisease=Infectious myonecrosis; KG relation match: Infectious myonecrosis causedBy Infectious myonecrosis virus, and document has pathogen=Infectious myonecrosis virus",diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.2500; runtime_relation=0.0800; runtime_context=0.0000
DS_003,infectious myonecrosis,disease-specific,10,TCTS_001,Các bệnh thường gặp trên tôm nước lợ và biện pháp phòng chống hiệu quả,0.2,0.0,"KG relation match: Infectious myonecrosis affectsTaxon Tôm thẻ chân trắng, and document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Infectious myonecrosis affectsTaxon Tôm sú, and document aboutTaxon=Tôm sú ; Infectious myonecrosis->affectsTaxon->Tôm thẻ chân trắng (+0.10); Infectious myonecrosis->affectsTaxon->Tôm sú (+0.10) ;  ; ",0.0,0.2,0.020000000000000004,0.0,0.0,True,True,True,True,aboutTaxon,affectsTaxon; relation match; KG relation,"KG relation match: Infectious myonecrosis affectsTaxon Tôm thẻ chân trắng, and document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Infectious myonecrosis affectsTaxon Tôm sú, and document aboutTaxon=Tôm sú",diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.0000; runtime_relation=0.2000; runtime_context=0.0000
DS_006,bệnh vi bào tử trùng gan tụy EHP trên tôm,disease-specific,1,VJAS_001,Nghiên cứu bệnh vi bào tử trùng Enterocytozoon hepatopenaei (EHP) trên tôm thẻ chân trắng nuôi tại Quảng Ninh và Nam Định,0.25,0.0,KG direct match: document aboutDisease=EHP ; aboutDisease=EHP (+0.25) ;  ; ,0.25,0.0,0.025,0.0,0.0,True,True,False,True,aboutDisease,,KG direct match: document aboutDisease=EHP,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.2500; runtime_relation=0.0000; runtime_context=0.0000
DS_006,bệnh vi bào tử trùng gan tụy EHP trên tôm,disease-specific,2,PMC_003,Ecytonucleospora hepatopenaei (EHP) disease prevalence and mortality in Litopenaeus vannamei: a comparative study from Eastern India shrimp farms,0.25,0.0,KG direct match: document aboutDisease=EHP ; aboutDisease=EHP (+0.25) ;  ; ,0.25,0.0,0.025,0.0,0.0,True,True,False,True,aboutDisease,,KG direct match: document aboutDisease=EHP,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.2500; runtime_relation=0.0000; runtime_context=0.0000
DS_006,bệnh vi bào tử trùng gan tụy EHP trên tôm,disease-specific,3,TCKHTS_001,"Thực trạng môi trường và dịch bệnh tại vùng nuôi tôm trên cát ở Thạch Hà, Cẩm Xuyên và Nghi Xuân, Hà Tĩnh",0.25,0.0,KG direct match: document aboutDisease=EHP ; aboutDisease=EHP (+0.25) ;  ; ,0.25,0.0,0.025,0.0,0.0,True,True,False,True,aboutDisease,,KG direct match: document aboutDisease=EHP,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.2500; runtime_relation=0.0000; runtime_context=0.0000
DS_006,bệnh vi bào tử trùng gan tụy EHP trên tôm,disease-specific,4,PMC_021,The emerging pathogen Enterocytozoon hepatopenaei drives a degenerative cyclic pattern in the hepatopancreas microbiome of the shrimp (Penaeus vannamei),0.25,0.0,KG direct match: document aboutDisease=EHP ; aboutDisease=EHP (+0.25) ;  ; ,0.25,0.0,0.025,0.0,0.0,True,True,False,True,aboutDisease,,KG direct match: document aboutDisease=EHP,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.2500; runtime_relation=0.0000; runtime_context=0.0000
DS_006,bệnh vi bào tử trùng gan tụy EHP trên tôm,disease-specific,5,PMC_004,Differential regulation of the eicosanoid biosynthesis pathway in response to Enterocytozoon hepatopenaei infection in Litopenaeus vannamei,0.25,0.0,KG direct match: document aboutDisease=EHP ; aboutDisease=EHP (+0.25) ;  ; ,0.25,0.0,0.025,0.0,0.0,True,True,False,True,aboutDisease,,KG direct match: document aboutDisease=EHP,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.2500; runtime_relation=0.0000; runtime_context=0.0000
